name,funding_total_usd
Ancera,1277500.0
Ancestry,3.332E8
Anchiva Systems,7000000.0
Anchor Intelligence,6000000.0
Anchor Therapeutics,1.0E7
Anchovi Labs,15000.0
Anctu,30000.0
Anda,155000.0
ANDA Networks,1.05E7
ANDalyze,1952608.0
Andel,1140000.0
Andera,9350000.0
AndersonBrecon,7.5E7
Andigilog,1.8E7
Andover College Prep,650000.0
Andre Phillipe,50000.0
Andrew Technologies,1.3261453E7
Andrews Consulting Group,1000000.0
AndroBioSys,500000.0
Androcial,193888.0
AndroJek,400000.0
Andtix,75000.0
Anedot,1325000.0
Anergis,2.0E7
Anesiva,3000000.0
Anevia,8330000.0
Anexon,7500000.0
ANF Technology,1.0E7
Angel Alerts,75171.0
Angel Medical Systems,1.7535E7
Angelantoni,1.05648E7
AngelList,2.4E7
angelMD,565000.0
Angelpc Global Support,1930000.0
AngelPolitics,25000.0
Anghami,1000000.0
Angie's List,1.826E8
AngioChem,6807000.0
Angiocrine Bioscience,3999999.0
Angiodroid,1157940.0
Angiologix,1800000.0
AngioScore,4.2E7
Angle,1075000.0
Angoss Software,615953.0
Anhelo,410000.0
Aniika,500000.0
Animal Cell Therapies,2022500.0
Animal Innovations,500000.0
Animatu Multimedia,213000.0
Animeeple,150000.0
Animoto,3.0E7
Anipipo,104139.0
Aniways,1020000.0
Anjuke,7.2E7
Ankeena Networks,3.1828793E7
Anki,5.0E7
Ankota,425000.0
Annelutfen.com,750000.0
Annex Products,121000.0
Annexon,999999.0
Annidis Health Systems,5125000.0
Annovation BioPharma,1.0375E7
Anobit Technologies,7.2E7
Anodyne Health,5600000.0
Anomo,572725.0
Anonymous You,200000.0
AnovaStorm,2000000.0
Anpro21,386483.0
Anser Innovation,2399500.0
AnsibleWorks,6000000.0
Answer.To,35000.0
AnswerGo.com,10000.0
Answers Corporation,3.4541E8
AnSyn,307000.0
ANT Farm,22000.0
Antavo,65340.0
AntCor,1280000.0
Antengo,325000.0
Antenna Software,4.8581364E7
Antenova,6500000.0
ANTERIOS,1.2029054E7
Anterra Energy,7000000.0
Anteryon,1.772E7
Anthem Digital Media,350000.0
Anthem Healthcare Intelligence,4800000.0
Anthera Pharmaceuticals,3.15E7
Antibe Therapeutics,55000.0
Antisense Pharma,3.98976E7
Antix Labs,3000000.0
Antria,1440000.0
AntriaBio,4070000.0
ANTs Software,2.8306508E7
Anturis,2000000.0
AntVoice,1067625.0
Anulex,5.228E7
Anunta Technology Management Services,3000000.0
Anvato,2550000.0
Anvil  Semiconductors,239174.0
Any.DO,4500000.0
AnybodyOutThere,500000.0
AnyCloud,125000.0
anydooR,480000.0
Anyfi Networks,1500000.0
Anygma,2306560.0
AnyPerk,1400000.0
AnySource Media,3200000.0
Anystream,5.9E7
AnyWare Group,3700000.0
anywayanyday,1.0E7
Anywhere.FM,15000.0
Anzode,500000.0
AOI Medical,4041700.0
AOL,1.0E9
AOptix Technologies,6.99E7
Aorato,1.1E7
AorTx,5800000.0
AOTMP,239981.0
Aoxing Pharmaceutical,5000000.0
ApaceWave Technologies,1.99E7
Apaja,2524025.0
Apangea Learning,4499250.0
Apartment List,1.865E7
Apellis Pharmaceuticals,1.06675E7
ApeniMED,3853000.0
APEPTICO Forschung und Entwicklung,3950000.0
APerfectShirt.com,100000.0
Aperia Technologies,7101363.0
Aperio Technologies,5820307.0
Aperion Biologics,4500000.0
Apertio,3.0E7
Aperto Networks,1.58251114E8
Apex Clean Energy,1.0020547E7
Apex Fund Services,3.0E7
Apex Learning,1.7261724E7
Apex Therapeutics,2488899.0
Apexigen,2.0E7
ApexPeak,1840000.0
Aphios,2400000.0
Apiary,1750000.0
Apica,1.1280163E7
Apigee,1.3065321E8
Apiphany,2900000.0
Apisphere,4580000.0
Apixio,9079169.0
Aplicor,1.9034372E7
Aplos Software,1350000.0
ApnaPaisa,1.72E7
Apnex Medical,4.4E7
ApniCure,5099000.0
Apofore,500000.0
Apogee Informatics,2155050.0
ApogeeInvent,70000.0
Apogenix,1.0E7
Apokalyyis,996550.0
Apollidon,3000000.0
Apollo Endosurgery,1.13327392E8
ApolloMed,1155000.0
Aponia Laboratories,4513712.0
ApoVax,375000.0
Apozy,175000.0
App Annie,2.2E7
App in the Air,150000.0
App TOKYO Co.,331000.0
App.io,1195000.0
App.net,3000000.0
app2you,168986.0
App47,1750000.0
AppAddictive,1200000.0
AppAssure Software,6000000.0
appAttach,1268469.0
Appature,9600000.0
appbackr,650000.0
Appcara Inc,350000.0
Appcelerator,6.888102E7
"AppCentral, Inc.",4000000.0
APPCityLife,431162.0
Appconomy,2.4589183E7
Appcore,1.1E7
AppDirect,2.349982E7
AppDynamics,8.65E7
Appear,7267800.0
Appear Here,1515251.0
APPEK Mobile Apps,50000.0
appening,20000.0
AppEnsure,250000.0
Apperian,2.8E7
Appetas,50000.0
AppFirst,1.52E7
Appfluent Technology,4100000.0
Appfrica,15000.0
AppGate Network Security,3180000.0
AppGeek,15000.0
AppGratis,1.35E7
AppHero,1800000.0
Appian,1.0E7
Appifier,212000.0
Appinions,5600000.0
Appirio,8.0699959E7
Appistry,5.0403882E7
AppLabs,1.0E7
Applango,400000.0
Applaud,125000.0
Applauze,1.045E7
AppLayer,800442.0
AppLearn,947032.0
Applect Learning Systems Pvt. Ltd.,1600000.0
Application Craft,1000000.0
Application Developments plc,596000.0
Applied BioCode,8250080.0
Applied Bioresearch,250000.0
Applied Computational Technologies,200000.0
Applied DNA Sciences,2.18926E7
Applied Genetics Technologies Corporation,7.805E7
Applied Identity,3.3E7
Applied Immune Technologies,4000000.0
Applied Isotope Technologies,1358979.0
Applied Logic US Inc.,896566.0
Applied MicroStructures,1.075E7
Applied Minerals,1.05E7
Applied Optoelectronics,3.8993849E7
Applied Predictive Technologies,5.4E7
Applied Quantum Technologies,4.9770145E7
Applied StemCell,4520763.0
Applied Telemetrics Inc,482000.0
Applied Visual Sciences,5935201.0
Applifier,6000000.0
AppLift,2.0E7
AppliLog,2460000.0
Applimation,4000000.0
Apply Financials Limited,1000000.0
Applyful,100000.0
ApplyInc.com,125000.0
ApplyKit,98000.0
AppMakr,1000000.0
AppMesh,3000000.0
AppNexus,1.405E8
Appnomic Systems,1.17E7
AppointmentCity,800000.0
Appointuit,360000.0
Appolicious,2569000.0
Apportable,2400000.0
Appoxee,1800000.0
AppPowerGroup,55000.0
AppRedeem,700000.0
Apprema,800000.0
Apprenda,3.1E7
ApprenNet,150000.0
Apprion,2.75E7
Appriss,1.1E7
APProtect,750000.0
Approva,5.495E7
Apps Foundry,2400000.0
Apps4Pro,200000.0
AppSame,500000.0
AppsBuilder,1955250.0
Appsco,500000.0
Appsdaily Solutions,5000000.0
Appsee,1000000.0
Appsembler,118000.0
Appsfire,4600000.0
AppShare,783604.0
appssavvy,1.3304915E7
AppStack,1500000.0
AppSurfer,200000.0
AppTap,1.0671168E7
Apptentive,1215000.0
Appthority,6250000.0
AppThwack,600000.0
Apptimize,2100000.0
Apptio,1.36E8
Apptive,1400000.0
Apptopia,1110000.0
AppTrigger,2.15E7
Appvance,1100000.0
AppVault,2000000.0
Appwapp,54597.0
AppwoRx,225000.0
Appy Pie,10000.0
AppZero,1.51E7
APR Energy,3.0E7
Aprecia Pharmaceuticals,5.4173231E7
Apreso Classroom,1.5E7
Aprexis Health Solutions,700000.0
Apriva,1.0159162E7
APROOFED,20000.0
Apsalar,1.48E7
Apse,667139.0
APT Pharmaceuticals,3.2E7
apta.me,40000.0
Aptalis Pharma,170466.0
Aptana,7800000.0
Aptara,2.3E7
Aptela,5000000.0
Aptera,3.63E7
Aptidata,1200000.0
Aptito,1000000.0
Aptiv Solutions,5660000.0
Apttus,3.7E7
Apture,4600000.0
APX,1.4E7
APX Group,4.5259E7
AQS,3180660.0
Aqua Access,100000.0
AQUA PURE,3000000.0
Aqua Skin Science,785000.0
Aqua-tools,8899100.0
Aquaback Technologies,735000.0
Aquafadas,1770000.0
AquaHydrate,1.0E7
AquaMobile,4270000.0
AquaMost,2438961.0
Aquantia,1.41967875E8
Aquapharm Biodiscovery,1.6192469E7
Aquarius Biotechnologies,327260.0
Aquaspy,6250000.0
AquAszero,19299.0
Aquavit Pharmaceuticals,329982.0
Aquinox Pharmaceuticals,5.9619365E7
Aqwise,8100000.0
ArabHardware,145000.0
Arachno,616666.0
Aradigm,4108777.0
Aragen Bioscience,2719193.0
Aragon Consulting Group,2500000.0
Aragon Pharmaceuticals,1.22E8
Aragon Surgical,2.5E7
Arantech,1.619E7
Aras,1.8612382E7
Aratana Therapeutics,7.675E7
Arav,1.17963E7
Arava Power Company,5000000.0
Aravo Solutions,3.98685E7
Arbella Insurance Foundation,45000.0
Arbor Photonics,400000.0
ArborMetrix,7000000.0
Arbovax,1735000.0
ARC Medical Devices,641953.0
Arc Solutions,3000000.0
ARCA biopharma,6374285.0
Arcadia Biosciences,1990000.0
Arcadian Networks,9.0E7
"Arcametrics Systems, Inc.",50000.0
ArcaNatura LLC,390000.0
Arch Grants,2500000.0
Arch Rock Corporation,1.5E7
Arch Therapeutics,7768003.0
Archetype Media,1.212E7
ARCHETYPEME,7000000.0
Archetypes,3535000.0
Archevos,10000.0
archify,21189.0
Archimedes Pharma,9.9E7
Archipelago Learning,1.7393712E7
Architexa,135000.0
Archivas,1.2E7
Archive Systems,1.25E7
ArchPro Design Automation,4500000.0
Archy,173628.0
Arcion Therapeutics,8150000.0
ArcMail,3000000.0
Arcos Technologies,500000.0
Arcot Systems,4.2E7
arcplan Information Services AG,3.406E7
ArcSight,2.6914E7
ArcSoft,2.0E7
Arctic Diagnostics,3496500.0
Arctic Empire,393670.0
Arctic Island LLC,1600000.0
Arctic Sand Technologies,1.62E7
Arctic Wolf Networks,7250000.0
Arctrieval,35000.0
Arcturus Therapeutics,6300000.0
Arcxis Biotechnologies,3440000.0
ARDACO,3650000.0
Ardelyx,3.5013694E7
Ardian,6.408E7
Ardica Technologies,1875000.0
Ardmore Regional Surgery Center,2900150.0
Are You a Human,1551000.0
Area 52 Games,300000.0
Arena Pharmaceuticals,1.685E8
Arena Solutions,3.4104483E7
Ares Commercial Real Estate Corporation,3.7E7
Arganteal,611076.0
arGEN-X,6.1949E7
Argo Medical Technologies,1.82E7
Argo Navis Consulting,178540.0
Argo Tea,2323000.0
ArgoPay,500000.0
Argus Insights,200000.0
Argus Labs,886440.0
Argyle Data,1.6495129E7
Argyle Security,1.045E7
Argyle Social,1565000.0
ARI Network Services,4800000.0
Aria Analytics,350000.0
Aria Glassworks,1750000.0
Aria Networks,9050000.0
Aria Retirement Solutions,4650000.0
Aria Systems,8.12E7
AriadNEXT,1670000.0
Aricent Group,6.47E7
Arideas,80000.0
Aridhia Informatics,849446.0
Ariel Way,1100000.0
Arieso,9513176.0
Arigo,5000000.0
Ariisto,5.4E7
Arimaz,400000.0
Ario Pharma,3100000.0
"Ariosa Diagnostics, Inc.",5.27E7
Arisaph Pharmaceuticals,1.0E7
Arisdyne Systems,7100000.0
Ariste Medical,1275000.0
Aristos Logic,9.936E7
Aristotle Circle,2450000.0
Arithmatica,622000.0
Arius Research,2.35E7
Arizona Security,100000.0
Ark,5250000.0
Arkadium,5025000.0
Arkami,1800000.0
Arkansas Children's Hospital,3500000.0
Arkansas Department of Education,35000.0
Arkansas Regional Innovation Hub,250000.0
Arkeia Software,4080000.0
ARKeX,6.2791271E7
Arkimedia,1461360.0
Arkmicro,3000000.0
Arktis Radiation Detectors,2900000.0
Armasight,1000000.0
ArmedZilla,1347000.0
"ARMGO,Pharma,Inc.",1000000.0
ARMO BioSciences,2.0E7
Armune BioScience,1649999.0
Arno Therapeutics,4.6E7
Arohan Financial,3500000.0
Around Knowledge,2500000.0
aroundtheway,275000.0
Arpeggi,195000.0
ARPU,1.5564591E7
Arran Aromatics,4242704.0
Array Health Solutions,325000.0
Arrayent,1.2638309E7
Arrayit,1000000.0
"ArrayPower, Inc.",1.4E7
Arria NLG,4.0269828E7
Arrien Pharmaceuticals,2000000.0
Arrive Technologies,4000000.0
ArriveBefore,10000.0
Arrogene,3495350.0
Arroweye Solutions,1.4E7
Arrowhead Research,6.3222896E7
Arrowsight,6750000.0
Arroyo Video Solutions,1.2E7
Arsanis,3.0400002E7
Arstasis,5.3999998E7
Art Square,6000.0
artaculous,10000.0
artandseek,50000.0
Artax Biopharma,1268256.0
Arteaus Therapeutics,3.0E7
Arterial Remodeling Technologies,8500000.0
Arteris,2.53E7
Artesian Solutions,3176478.0
ArthroCAD,2336224.0
Article One Partners,1.0E7
ArticleAlley,1000000.0
Artielle ImmunoTherapeutics,185740.0
Artifact Technogies,861030.0
Artificial Solutions,1.88263E7
Artify It,800000.0
Artillery,2500000.0
Artimi,3.15E7
Artimplant AB,540315.0
Artisan Mobile,7000000.0
Artisan Pharma,8.5381111E7
Artist Growth,2000000.0
Artklikk,2500000.0
Artsicle,390000.0
Artspace,1.22E7
ArtStar,115000.0
Artsy,7460000.0
ARTtwo50,145000.0
ArtusLabs,6883956.0
Artvalue.com,124691.0
ArtVentive Medical Group,500000.0
Aruba Networks,4.5000003E7
Aruspex,3770000.0
Arvinas,1.5E7
Arxan Technologies,1.3E7
Aryaka Networks,5.4E7
Aryan Coal Benefications,2.509E7
Arynga,250000.0
ARYx Therapeutics,2.79E7
Arzeda,1.2E7
As Seen on TV,1.2155E7
ASAN Security Technologies,1310000.0
Asana,3.82E7
Asantae,1946775.0
ASC Information Technology,200000.0
ASC Madison,1325000.0
Ascade,2590000.0
Ascend Acquisition,4000000.0
Ascender Software,864500.0
Ascendify,1000000.0
Ascendx Spine,6025000.0
Ascension Orthopedics,1.866405E7
Ascent Corporation,1.07E8
Ascent Solar Technologies,1.636E7
Ascent Therapeutics,8000000.0
Ascenta Therapeutics,1800180.0
Ascenz,482000.0
Ascletis,1.0E8
Asempra Technologies,2.0E7
Asesor�_as Digitales (Digital Advisors),6000.0
Asetek,3.486E7
Ash Access Technology,453000.0
Asia Translate,20000.0
AsicAhead,1.0E7
Ask Ziggy,3500000.0
Ask.com,2.5E7
Asker,50000.0
AskNshare,600000.0
Asktourism,500000.0
Askvisory.com,250000.0
Asmacure Lt_e,1.6925741E7
ASOCS,1.8522536E7
Asoka,7000000.0
ASP64,300000.0
Aspects Software,2.5652896E7
Aspen Aerogels,1.36E8
Aspida,654000.0
Aspire Bariatrics,1.6210006E7
ASPIRE Beverages,1250000.0
Aspire Health,1000000.0
Assay Depot,3500000.0
Assembla,375000.0
Asset International,2.0E7
Asset Marketing Services,6000000.0
Asset Vue LLC.,200000.0
ASSET4,4900000.0
Asseta,535000.0
AssetMetrix Corporation,3000000.0
ASSIA,5.08E7
Assistance.net Inc,40000.0
Assistera,98000.0
Associated Content,2.14E7
Associated Material Processing,250000.0
AssuraMed,5700000.0
Assured Labor,6500000.0
ASSURED PHARMACY,2740000.0
AssureRx Health,4.1080725E7
Assurz,5000000.0
Asteel,2.242E7
Aster Data Systems,5.3E7
Asteres,8000000.0
Asterion,678000.0
Astley Clarke,5471884.0
Astrid,400000.0
AstroloMe,300000.0
Astute Medical,8.615E7
Astute Networks,3.4109278E7
Asuragen,8.0E7
Asure Software,3200000.0
Asurvest,50000.0
Asuum,730000.0
Async Technologies,3160000.0
AT Internet,1.390965E7
Atamasoft,36198.0
Atara Biotherapeutics,5.2E7
Atari,7260000.0
Atavist,3425020.0
AtBizz,300000.0
Atbrox,67000.0
atCollab,40000.0
ATCOR Holdings,5.0E7
Ateeda,750566.0
ATEME,1.28682E7
Atempo,2.966E7
Aternity,2.55E7
ATG Media (The Saleroom),6963750.0
Atheer Labs,1573497.0
Athena Design Systems,4000000.0
Athena Feminine Technologies,2000000.0
Athenix,4.35E7
AtheroMed,3.5313788E7
AtheroNova,1.6034764E7
Athersys,9000002.0
Athic Solutions,1840000.0
Athigo,200000.0
Athlete Builder,125000.0
AtHoc,8200000.0
atHomestars,300000.0
Athos,3500000.0
ATI Physical Therapy,2.25828977E8
Atieva,3.1E7
Atilekt,125000.0
Ativa Medical,3533014.0
Atlanta Micro,1500000.0
AtlanteTrek,50000.0
Atlantic Tele-Network,3.97E7
Atlantis Healthcare,1.427E7
Atlas Genetics,2.718439E7
Atlas Health Technologies,50000.0
Atlas Powered,700000.0
Atlas Scientific,100000.0
Atlas Spine,3500000.0
Atlas5D,152500.0
Atlassian,6.0E7
Atmail,2000000.0
Atmospheir,1400000.0
atokore,58438.0
Atom Entertainment,2.29E7
Atomic Moguls,1050000.0
Atomic Reach,4150450.0
AtomShockwave,2.29E7
atOnePlace.com,250000.0
Atooma,397200.0
Atosho,2598600.0
Atossa Genetics,7600000.0
Atox Bio,3250000.0
Atraverda,3.3649084E7
Atreaon,8000000.0
Atreca,6860000.0
Atrenta,3.3041484E7
Atria Brindavan Power,8600000.0
Atrica,2.22E7
AtriCure,8500000.0
ATRP Solutions,2910000.0
Atrua Technologies,1.3E7
Atrum Coal,1.85E7
Attachments.me,2500000.0
Attainia,800000.0
AtTask,7.5E7
Attender,25000.0
Attendify,200000.0
Attendware,1000000.0
Attenex,5000000.0
Attentio,786000.0
Attention Point,25000.0
Attentive.ly,1225000.0
Attero,8800000.0
Atticous,25000.0
Attivio,9.014E7
Attolight,800000.0
AttorneyFee,250000.0
Attracta,2500000.0
Attraction World,1.0877666E7
Attributor,2.52E7
Attune Foods,5000000.0
Attune RTD,1243750.0
Attune Systems,1.8E7
Attunity,1.05E7
atVenu,1100000.0
Atzip,614000.0
Auction Edge,6050000.0
Auction.com,9.175E7
auctionPAL,2400000.0
AuctionPay,5500000.0
Auctomatic,400000.0
Audacious,163406.0
Audax Health Solutions,5.5894778E7
Audax Medical,687500.0
Audemat,3030000.0
Audibase,3064.0
Audible Magic,1280000.0
Audience,1.5E7
Audience Point,310000.0
AudienceScience,5.6546875E7
Audigence,9500000.0
Audinate,7710000.0
Audingo,100000.0
Audioair,2450000.0
Audiodraft,400000.0
Audiolife,4500000.0
AudioMicro,1250000.0
AudioName,85000.0
Audionamix,5930000.0
Audioscribe,1499800.0
Audiosocket,3482300.0
AudiSoft Group,5530000.0
AuditFile.com,2500000.0
AuditionBooth,80000.0
Augmedix,100000.0
Augmenix,2.41E7
Augment,300000.0
Augmentix,8590000.0
Augmentra,1334600.0
Augure,1.88324E7
August,1.0E7
Augustine Temperature Management,1050255.0
Augustus Energy Partners,9.67E7
Aujas Networks,7970000.0
Aunalytics,820000.0
Aunt Bertha,1000000.0
Aupix,270000.0
Aura Biosciences,8961728.0
Aurality,300000.0
Auramist,2230000.0
AuraSense Therapeutics,5400000.0
Aureliant,450000.0
Aureon Laboratories,3.4331503E7
Auris Medical,6.068E7
Auro Mira Energy,2.1E7
Aurora Biofuels,1.01718192E8
Aurora Feint,7660000.0
Aurora Pharmaceutical,5045000.0
Aurora Spectral Technologies,1132500.0
Aurora Spine,1703749.0
Auspex Pharmaceuticals,9.3817742E7
Auspherix,978626.0
Ausra,1.233E8
Austhink Software,3770000.0
Austin Logistics Incorporated,8000000.0
Australian American Mining Corporation,1.0E7
AutekBio,4100000.0
Auterra,2056426.0
Authentic Response,1000010.0
Authenticlick,5000000.0
Authentidate Holding,2.1465006E7
Authentium,2.1E7
Authentix,1.6166376E7
Authernative,2500000.0
Authix Tecnologies,1595790.0
AuthorBee,550000.0
authorGEN,8700000.0
AuthorityLabs,15000.0
Authorly,150000.0
authorSTREAM.com,5000000.0
Auto I.D,249947.0
Auto Mute,10000.0
AutoBike,573000.0
Autocosta,1050000.0
AutoeBid,234665.0
AutoESL,2000006.0
AutoGnomics,100000.0
Autogrid,2.175E7
Automated Insights,5300000.0
Automated Trading Desk,6.0E7
Automation Alley,5000000.0
Automattic,3.06E7
Automsoft,7845870.0
Autoniq,250000.0
Autopilot,200000.0
Autoquake,5.3615102E7
AutoShag,50000.0
Autosprite,50000.0
Autotask,6000000.0
Autotether,505000.0
AutoVirt,2.43E7
"AutoWeb, Inc.",2500000.0
Auvitek International,9000000.0
Auxmoney,1.2E7
Auxogyn,4.402544E7
AV Homes,1.35E8
AVA Solar,1.04E8
AVA.ai,1.6E7
Availigent,1.22E7
Availink,1.4E7
AvaLAN Wireless Systems,700000.0
Avalanche Technology,5.983E7
Avalara,8.022836E7
Avalon Healthcare Holdings,4860000.0
Avalon Solutions Group,412500.0
Avance Pay,2100000.0
Avancen MOD,1643849.0
Avancert,10000.0
Avangate BV,5500000.0
Avanir Pharmaceuticals,3.0E7
AvanSci Bio,800000.0
Avanse Financial Services,2300000.0
Avansera,106000.0
Avant Healthcare Professionals,125000.0
AvantBio,300000.0
AvantCredit,5.9E7
Avantha,1.5E8
Avanti Mining,6.0E7
Avantis Medical Systems,4.976191E7
Avantium Technologies,6.19E7
Avantra Biosciences,1.5008402E7
Avanzit,8370000.0
AVAST Software,1.0E8
AvaSure Holdings,552300.0
Avaxia Biologics,2.3415766E7
Avectra,2.65E7
Avedro,8.78E7
Avegant,2285397.0
Aveillant,1.1918456E7
Aveksa,2.8E7
Avelas Biosciences,1.445E7
avelisbiotech.com,250000.0
Avenace Incorporated,25000.0
Avenal Community Health Center,650000.0
Avenda Systems,5000000.0
Avenir Medical,3938579.0
Aventa Technologies,1000000.0
Aventeon,5000000.0
Aventura,2.0749781E7
AVentures Capital,1000000.0
Avenue Right,1131250.0
AVEO Pharmaceuticals,1.13249997E8
Aver Informatics,2475000.0
Averail,6250000.0
Avere Systems,3.7E7
Aveso,7290000.0
Avesthagen,5530000.0
AVG Technologies,2.52E8
Aviate,1800000.0
AVIcode,1000000.0
Avid Radiopharmaceuticals,6.99E7
Avidbank Holdings,1.6E7
AvidBiotics,2840173.0
Avidia,7.23E7
Avieon,750000.0
Aviga Systems,750000.0
Aviir,7.093E7
Avila Therapeutics,2.65E7
aVinci Media,1552627.0
Avinger,9.096518E7
Avistar Communications,3000000.0
Avito.ru,7.5E7
AVM Biotechnology,708000.0
Avnera,6.6725182E7
AVOB,2500000.0
Avocado Entertainment,1500000.0
Avocado�,2150000.0
Avokia,6430000.0
Avosoft,100000.0
Avraham Pharmaceuticals,1.77E7
Avrio Holdings,1.1362E7
AVST,5094378.0
avtal24,1497447.0
AVTherapeutics,660000.0
Avtozaper,255000.0
Avuba,19299.0
Avuxi,19299.0
Avvasi Inc.,1.4037121E7
avVenta,2.0E7
Avvenu,1500000.0
Avvo,2.3E7
AWAK,6000000.0
AwarenessHub,2.194819E7
Awarepoint,6.0E7
AwayFind,800000.0
AWCC Holdings,1.0E8
Awdio,1955250.0
awe.sm,5250000.0
AwesomenessTV,3500000.0
AwesomeTouch,59700.0
awesomize.me,50000.0
aWhere,450000.0
AWID,2000000.0
AWR Corporation,6400000.0
Axceler,1.2E7
Axcelis Technologies,1.5E7
Axcient,6.415E7
Axeda,2.1E7
Axela,2440000.0
AxelaCare,6.6E7
Axenic Dental,3444598.0
Axentis Software,9000000.0
Axentra,6000000.0
Axerion Therapeutics,1150000.0
AxesNetwork,1000000.0
aXess america,2900000.0
Axial,8500000.0
Axial Biotech,1.94E7
Axial Exchange,8632407.0
Axial Healthcare,50000.0
AxialMED,17408.0
Axiata,1.9E8
Axikin Pharmaceuticals,6000000.0
Axilica,1070000.0
Axilogix Education,4.7628902E7
Axine Water Technologies,2881805.0
Axiom Education,300000.0
Axiom Microdevices,2.5E7
Axiomatics,6500000.0
AxioMed Spine,3.3629987E7
AxioMx,4000000.0
Axion BioSystems,5308847.0
Axion Health,1.2206746E7
Axis Network Technology,5850000.0
Axis Semiconductor,3000000.0
AxisMobile,3000000.0
AxoGen,2.9058538E7
AXSionics,9780000.0
Axsome Therapeutics,1185000.0
Axtria,7300000.0
Axxia Pharmaceuticals,300000.0
Ayalogic,505000.0
Ayasdi,5.1348982E7
Ayeah Games,530000.0
Ayla,170000.0
Ayla Networks,1.09E7
AYLIEN,500000.0
Aylus Networks,5.07E7
Ayrstone Productivity,40000.0
AZ West Endoscopy Center,500000.0
Azaire Networks,2.1E7
Azalea Networks,1.5E7
Azelon Pharmaceuticals,9715488.0
Azendoo,859950.0
Azigo Inc.,2780687.0
Azima,1732382.0
Azimuth Systems,7500000.0
Azingo,8.0E7
Azteq Mobile,4050000.0
Azuki Systems,2.81E7
Azul Systems,8.223E7
AzulStar,3387542.0
Azumio,2500000.0
Azuna,300000.0
Azuqua,180000.0
Azuray Technologies,5000000.0
Azure Minerals,2100000.0
Azure Solutions,1.5E7
AZZURRO Semiconductors,1.934155E7
